Id,SalePrice
1461,114236.41872535693
1462,158516.68610351172
1463,182650.13645785447
1464,197744.38169750638
1465,197691.5577418399
1466,172000.46908213187
1467,175235.71084962113
1468,159360.7659950544
1469,193161.6439413203
1470,118368.60405865796
1471,177185.41725984158
1472,93269.26951466725
1473,92297.61210512184
1474,151207.61139995453
1475,114633.9409566051
1476,365746.5206614762
1477,247214.24174414537
1478,318762.3406558267
1479,289254.6839544244
1480,490810.8052825279
1481,324402.57073101756
1482,214916.9316856851
1483,176032.4706042843
1484,162642.30202132542
1485,181638.3444446369
1486,192374.4325920578
1487,336700.866343415
1488,230172.1590094844
1489,188593.1318498695
1490,236196.6377450029
1491,186010.29858847446
1492,95818.23302186048
1493,178966.75561669038
1494,295725.0417415842
1495,293685.06141792133
1496,235108.89392375332
1497,184012.30506861774
1498,159709.50451904917
1499,162412.04394342442
1500,155644.59190947472
1501,173808.3826347328
1502,148296.7364800244
1503,289636.5605624149
1504,242095.89321525826
1505,222217.9841740664
1506,195996.00397708447
1507,246990.29708752484
1508,201686.045205104
1509,158856.44150907022
1510,140386.968597887
1511,144427.7105221368
1512,171852.3600805488
1513,135657.19486535422
1514,145422.52169721542
1515,194131.72555912705
1516,148977.5259682634
1517,175113.19219758903
1518,136913.7517168222
1519,196790.10216036858
1520,124647.99546029432
1521,128242.25478492101
1522,180023.10383310626
1523,115164.34993378622
1524,126721.17160323015
1525,118791.46172868446
1526,111792.53759550827
1527,109940.8450850098
1528,139615.7036248902
1529,141112.007842962
1530,175360.32831420045
1531,109065.27307553343
1532,98791.94755072621
1533,143106.8002917634
1534,124153.49342818746
1535,150595.32462954242
1536,107894.51009339528
1537,56995.25245444178
1538,144952.37666433168
1539,190349.74687748373
1540,88002.32495009337
1541,137813.12661985256
1542,133260.045514677
1543,184298.48185186807
1544,84924.79139497675
1545,106124.09204303854
1546,122683.6364450279
1547,120831.4466854394
1548,131985.4140019656
1549,112590.36179503046
1550,124276.85615116895
1551,113509.05177389344
1552,131576.41744636538
1553,144202.73796227408
1554,121477.09945583102
1555,167863.26890293695
1556,95265.45418479093
1557,101467.43977252216
1558,103592.55540665277
1559,68393.03158720054
1560,131715.95397275244
1561,120914.76252571492
1562,124820.6205720821
1563,117946.38107650857
1564,164293.57796690654
1565,147560.01732055328
1566,242804.76234527034
1567,78911.98036761158
1568,234975.49979562542
1569,131651.00893938783
1570,134885.25206699505
1571,129272.86404107467
1572,145475.57975938387
1573,231546.74628289804
1574,114405.94754083664
1575,226170.50643510677
1576,253430.79562411067
1577,176185.5976907574
1578,149736.97350314402
1579,155768.84614068377
1580,193736.93484282994
1581,159831.33248902299
1582,126595.35390049918
1583,291436.75458730134
1584,217177.3340211817
1585,134384.7528520462
1586,69500.02004062846
1587,98415.93606402606
1588,149045.92555234386
1589,97682.12458737442
1590,138471.98912081541
1591,94361.94793241595
1592,116410.33623183353
1593,125187.6807283953
1594,131957.33873934942
1595,104519.56705550909
1596,215119.19867705702
1597,182355.5247401653
1598,203871.6630749522
1599,161848.91044414163
1600,156558.4812448935
1601,65485.99120218706
1602,111913.7916274804
1603,84028.2372802049
1604,237737.287608008
1605,242285.64633533126
1606,168352.3542064875
1607,183531.98699468412
1608,224335.78369417659
1609,182784.2600263536
1610,150758.70390461874
1611,140837.94551953292
1612,170827.08804609522
1613,162463.65984769346
1614,124288.69567336972
1615,93490.48745814651
1616,78044.23950015628
1617,94867.51355841191
1618,121416.566373717
1619,132109.78594895932
1620,159050.54723834278
1621,139126.09763407774
1622,146440.43852758963
1623,249162.34881061417
1624,210059.61246215008
1625,116339.37082181785
1626,168165.63532713515
1627,190646.7122847024
1628,279719.04438485316
1629,175386.91927135107
1630,344322.31998233194
1631,226277.91740482225
1632,242813.91892685118
1633,167435.1882069367
1634,185221.98165122286
1635,175873.31157831522
1636,150261.90506228857
1637,209930.40040874502
1638,188810.38242271612
1639,192939.02951953933
1640,252697.60888812444
1641,185532.58066080173
1642,242760.81141145967
1643,231268.65166687535
