Id,SalePrice
1461,112486.50785435461
1462,155737.82820509063
1463,181952.79248348094
1464,197739.56197338895
1465,197752.63848898173
1466,172740.44745512365
1467,176234.5368274283
1468,159550.4782063619
1469,196253.11986763455
1470,119096.00565034788
1471,175818.13465881385
1472,92336.56246289343
1473,90283.13425644972
1474,151493.78945447656
1475,115177.64084724046
1476,367505.66360788484
1477,248347.1139003869
1478,312449.4707270985
1479,283634.0708008375
1480,505064.35222685285
1481,320316.5433114471
1482,213659.8949922341
1483,176450.24897136437
1484,162633.3867744417
1485,182613.6909745881
1486,191406.2670885735
1487,337879.72491823824
1488,232120.98636850307
1489,190250.32398729055
1490,235499.5895299374
1491,184658.5478395873
1492,97117.58538077427
1493,178259.2149865191
1494,294422.13780785445
1495,289557.1560974665
1496,234079.1253048231
1497,186413.02132887056
1498,158610.69299570855
1499,163363.01745060488
1500,156346.25499530812
1501,175678.82818194042
1502,146404.0331782837
1503,292147.0384254247
1504,242301.1759427476
1505,222250.73520601547
1506,196861.13073561687
1507,248765.67933715248
1508,203712.75749777356
1509,159360.80088533793
1510,141960.1429834809
1511,144775.20690580684
1512,171160.53901670023
1513,136237.46505149346
1514,145190.52660389766
1515,184626.23392149858
1516,148032.3396224492
1517,175083.20688556437
1518,135195.45193947217
1519,196296.3659958352
1520,124850.13932909134
1521,128216.43500406297
1522,179438.3628657399
1523,114584.80969106813
1524,127533.1273635205
1525,117699.86763218424
1526,113865.6812595403
1527,110284.37946867786
1528,138496.80805739513
1529,143615.92229361803
1530,176788.91889196937
1531,113931.84217652462
1532,97707.46274898903
1533,144722.35485621836
1534,123088.06452912198
1535,150093.49546926844
1536,107351.29656155905
1537,58331.30123711286
1538,145476.89228656283
1539,187883.10041835817
1540,87164.9974135843
1541,137815.20952097615
1542,134739.6322401193
1543,188705.1720796817
1544,85089.81883939746
1545,106295.11829666386
1546,123218.27128052598
1547,122445.31627776191
1548,132527.28033537307
1549,110250.1580862243
1550,125903.21273444727
1551,115662.40347553132
1552,135514.7382747986
1553,141930.26776977492
1554,121446.08520729298
1555,166085.90289696853
1556,94290.33083385185
1557,103017.85343847885
1558,101914.58754378627
1559,67715.74845519206
1560,133305.8164201853
1561,123442.16905999737
1562,123987.67784083063
1563,119475.95186203116
1564,167525.63498562522
1565,147712.94331342308
1566,246498.13511831482
1567,80212.05954595417
1568,237558.3943384742
1569,135502.13697420256
1570,131808.36395272985
1571,128285.13373251563
1572,146350.42743468433
1573,231678.74611089443
1574,115228.22599989835
1575,228132.02622419622
1576,260040.71103090607
1577,175735.9485483864
1578,151024.07170718833
1579,157223.1531661226
1580,193754.7606979799
1581,158631.3583260035
1582,126979.57083437867
1583,294721.8711406581
1584,218131.1844122164
1585,135801.58223609775
1586,69502.10178642778
1587,100736.57371356728
1588,149531.36686908544
1589,97743.8108072808
1590,139690.53558304542
1591,94727.39637174316
1592,113353.74543993587
1593,127247.75685386531
1594,136482.3442439734
1595,103318.29707842506
1596,220499.3526242417
1597,185133.637344337
1598,206658.7542189923
1599,161498.22873255948
1600,154775.44673358544
1601,63817.899097137604
1602,111860.50540022712
1603,82042.48940642063
1604,237680.00594898497
1605,239390.97559367062
1606,171219.2172944174
1607,185319.94613808187
1608,223011.59892748273
1609,182306.22443019963
1610,152861.63891932135
1611,140881.58816889793
1612,169666.00310930994
1613,161561.91837379348
